Uniprot;EGF+I/Ctrl
Q9BXL5|A8K8S6;0.8
Q9BXL5|A8K8S6;0.9
Q9BXK5-1|Q9BXK5|A8K5Y4|A6NM21;1.3
Q9BXK5-1|Q9BXK5|A8K5Y4;0.7
Q9BXK5-1|Q9BXK5|A8K5Y4;0.8
Q9BXJ9-1|Q9BXJ9|Q9BXJ9-4|Q58F05;1.0
Q9BXB4|A8K9I7|A8MZ15|Q9GZM0;1.3
Q9BX63-1|Q9BX63;1.0
Q9BWW4-1|Q9BWW4|Q5TG51|Q9NW25|Q9BWW4-3|Q5TG50|Q9BWW4-2|A1L192|A8K0A9|Q5T6S6|Q9BT57|A4D1V8|Q5T865;0.5
Q9BWU0|A6NJ39;0.6
Q9BWU0|A6NJ39;1.2
Q9BWU0|A6NJ39;1.3
Q9BWG4|Q9BWW5|A8MUM0;0.4
Q9BWG4|Q9BWW5|A8MUM0;0.4
Q9BW85|Q7LE05;0.3
Q9BW85|Q7LE05;0.3
Q9BW71-1|Q9BW71;0.9
Q9BW71-1|Q9BW71;0.9
Q9BW71-1|Q9BW71;1.0
Q9BW71-1|Q9BW71;1.1
Q9BW71-1|Q9BW71;1.1
Q9BW71-1|Q9BW71;1.1
Q9BW71-1|Q9BW71;1.1
Q9BW71-1|Q9BW71;1.2
Q9BW71-1|Q9BW71;1.2
Q9BW71-1|Q9BW71;1.3
Q9BW71-1|Q9BW71;1.3
Q9BW71-1|Q9BW71;1.4
Q9BW71-1|Q9BW71;1.4
Q9BW71-1|Q9BW71;1.4
Q9BW71-1|Q9BW71;1.7
Q9BW04|Q658X3;322.1
Q9BVW5;1.3
Q9BVS4|Q9NVB0;1.1
Q9BVS4|Q9NVB0;1.1
Q9BVS4|Q9NVB0;1.1
Q9BVS4|Q9NVB0;1.1
Q9BVS4|Q9NVB0;1.2
Q9BVS4|Q9NVB0;1.2
Q9BVL2-1|Q9BVL2|Q5VSY4|A6NI12|Q9BVL2-2|Q5JRG2|Q5JRG1;0.5
Q9BVJ6-1|Q9BVJ6|A8K7A3|A8MVQ1|Q9BVJ6-2|O60531;1.4
Q9BVJ6-1|Q9BVJ6|A8K7A3|A8MVQ1;1.0
Q9BVJ6-1|Q9BVJ6|A8K7A3|A8MVQ1;1.4
Q9BVG9;0.6
Q9BVG4|Q9P0N4;1.4
Q9BVC5;0.4
Q9BVC5;0.4
Q9BVA0|A6NCG6|Q59G59;0.9
Q9BVA0|A6NCG6|Q59G59;0.9
Q9BV40;34.6
Q9BV40;34.6
Q9BUR4|Q08ET9;0.5
Q9BUR4|Q08ET9;0.6
Q9BUR4|Q08ET9;0.7
Q9BUQ8|A8KA56;1.0
Q9BUQ8|A8KA56;1.0
Q9BUQ8|A8KA56;1.0
Q9BUQ0|P26599-2|P26599|P26599-1|Q59H49;1.0
Q9BUL5-1|Q9BUL5;1.7
Q9BUL5-1|Q9BUL5;1.7
Q9BUL5-1|Q9BUL5;1.7
Q9BUH6-1|Q9BUH6;0.3
Q9BUH6-1|Q9BUH6;0.9
Q9BU76-1|Q9BU76;0.4
Q9BU76-1|Q9BU76;0.5
Q9BU76-1|Q9BU76;0.5
Q9BU76-1|Q9BU76;0.5
Q9BU76-1|Q9BU76;0.5
Q9BTK6|A2ICR6;0.6
Q9BTE7;0.9
Q9BTE3-1|Q9BTE3|A6NF99|Q9BTE3-2;0.8
Q9BTC0-4|Q9BTC0|Q4VXV9|Q9BTC0-1|A8MY65|Q9BTC0-3|Q9BTC0-2;0.9
Q9BTC0-4|Q9BTC0|Q4VXV9|Q9BTC0-1|A8MY65|Q9BTC0-3|Q9BTC0-2;0.9
Q9BTC0-4|Q9BTC0|Q4VXV9|Q9BTC0-1|A8MY65|Q9BTC0-3|Q9BTC0-2;0.9
Q9BTC0-4|Q9BTC0|Q4VXV9|Q9BTC0-1|A8MY65;0.8
Q9BTC0-4|Q9BTC0|Q4VXV9;0.4
Q9BTC0-4|Q9BTC0|Q4VXV9;0.5
Q9BTA9-1|Q9BTA9|A8K2A9|Q9BTA9-2|Q9BTA9-5|Q5VXK1|Q9BTA9-3|Q9BTA9-4;0.8
Q9BTA9-1|Q9BTA9|A8K2A9|Q9BTA9-2|Q9BTA9-5|Q5VXK1|Q5JU75;0.4
Q9BT43|A6NGX6;1.1
Q9BSL1;0.8
Q9BSJ8-2|Q9BSJ8|A8K2S2|Q9BSJ8-1|A0FGR7;0.6
Q9BRZ2-1|Q9BRZ2;0.8
Q9BRZ2-1|Q9BRZ2;0.8
Q9BRY0-1|Q9BRY0;0.6
Q9BRS8;0.8
Q9BRS8;0.8
Q9BRS2|Q5W0K5|Q8IWV0;0.9
Q9BRS2|Q5W0K5|Q8IWV0;1.0
Q9BRL6-1|Q9BRL6|Q9BRL6-2;1.0
Q9BRL6-1|Q9BRL6|Q9BRL6-2;1.0
Q9BRK4|Q5JW18|Q9BRY6;1.3
Q9BRG2|A8K2M8|A8K9R6;0.6
Q9BRG2|A8K2M8|A8K9R6;1.2
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.3
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.3
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.5
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.5
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.5
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.5
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.6
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.6
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.7
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.7
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6|Q9BRD0-2;0.8
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.5
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.6
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.6
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.8
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.9
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;0.9
Q9BRD0-1|Q9BRD0|A8K0S0|A8K4Z6;1.2
Q9BQS7-1|Q9BQS7|Q5JUU0|Q9BQS7-2|Q5JUU1;0.4
Q9BQG0-2|Q9BQG0|Q9BQG0-1;0.4
Q9BQG0-2|Q9BQG0|Q9BQG0-1;0.6
Q9BQG0-2|Q9BQG0|Q9BQG0-1;0.7
Q9BQG0-2|Q9BQG0|Q9BQG0-1;0.8
Q9BQ52-1|Q9BQ52|Q9HAS7|Q9BQ52-2;0.4
Q9BQ52-1|Q9BQ52|Q9HAS7|Q9BQ52-2;0.4
Q9BQ52-1|Q9BQ52|Q9HAS7|Q9BQ52-2;0.6
Q9BPX3|Q6NUR1;1.1
Q9BPX3|Q6NUR1;1.3
Q99961|Q6FGM0|Q9UQD4|Q9BVL7|Q9BWP4;1.0
Q99959-1|Q99959|A0AV37|Q99959-2|Q4VC01;0.6
Q99958;1.1
Q99958;1.1
Q99871|A6NDA1;1.1
Q99856;0.5
Q99856;0.7
Q99856;0.7
Q99848|Q6IB29;0.4
Q99848|Q6IB29;0.6
Q99733|A8MZ22|A8MXH2;0.9
Q99733|A8MZ22|A8MXH2;0.9
Q99733|A8MZ22|A8MXH2;1.0
Q99733|A8MZ22|A8MXH2;1.1
Q99733|A8MZ22|A8MXH2;1.3
Q99704-1|Q99704|Q14CB2|Q2TA81|Q53GP8;0.6
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2|A8MW22|Q2M2R5;1.2
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2;0.6
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2;0.8
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2;0.8
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2;0.9
Q99700-1|Q99700|A6NLD4|Q99700-4|A8MPX6|Q24JQ7|Q99700-2;0.9
Q99661-1|Q99661|A8K3S3|Q6ICU1|Q5JR89|Q5JR91;1.7
Q99638;0.3
Q99638;1.1
Q99618|A8K5V6;0.6
Q99613|A1KYQ7|A8K7Z0|Q3B7B9;0.7
Q99613|A1KYQ7|A8K7Z0|Q3B7B9;0.9
Q99613|A1KYQ7|A8K7Z0|Q3B7B9;0.9
Q99613|A1KYQ7|A8K7Z0|Q3B7B9;1.0
Q99607;1.1
Q99598|Q5VT41|Q5VVQ1|Q9NRI2;1.6
Q99575|A8K5W9|Q96F88;0.4
Q99575|A8K5W9|Q96F88;0.4
Q99567;1.0
Q99567;1.2
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;0.4
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;0.9
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;1.1
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;1.1
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;1.2
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;1.2
Q99549|Q5JPE5|Q5JTQ0|Q96MK4;1.3
Q99543-1|Q99543|A4VCI0|Q08AR5|Q99543-2|Q4G120|Q6P5S9|Q6PH78;1.1
Q99543-1|Q99543|A4VCI0|Q08AR5|Q99543-2|Q4G120|Q6P5S9|Q6PH78;1.1
Q99543-1|Q99543|A4VCI0|Q08AR5|Q99543-2|Q4G120|Q6P5S9|Q6PH78;1.2
Q99543-1|Q99543|A4VCI0|Q08AR5|Q99543-2|Q4G120|Q6P5S9|Q6PH78;1.2
Q99504-1|Q99504|Q0P685|Q5T0Z4|Q8IVX7|Q99504-2|Q5T0Z2;1.2
Q99460-1|Q99460|Q05BX4|Q05CW6|Q99460-2;0.7
Q99460-1|Q99460|Q05BX4|Q05CW6|Q99460-2;0.7
Q99442|A0JLN5|Q3KR08;0.9
Q99442|A0JLN5|Q3KR08;1.2
Q99442|A0JLN5|Q3KR08;1.3
Q99081|Q9NQY8|Q9NQY9|Q86TC1|Q86VM2|Q9NQY3|Q7Z3D9|Q9NQY1|Q9NQY2|Q9NQY4|Q9NQY5|Q9NQY6|Q9NQY7;0.5
Q99081|Q9NQY8|Q9NQY9|Q86TC1|Q86VM2|Q9NQY3;0.3
Q99081|Q9NQY8|Q9NQY9|Q86TC1|Q86VM2|Q9NQY3;0.7
Q96TC7-1|Q96TC7;0.4
Q96TC7-1|Q96TC7;1.2
Q96T60|Q9BUL2;0.4
Q96T58;0.4
Q96T58;0.4
Q96T58;0.6
Q96T58;0.8
Q96T58;0.8
Q96T58;0.8
Q96T58;0.9
Q96T58;1.0
Q96T58;1.0
Q96T58;1.2
Q96T58;1.2
Q96T58;1.2
Q96T58;1.3
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.2
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.8
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.8
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.9
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.9
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.9
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.9
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;0.9
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;1.0
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;1.1
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;1.1
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;1.3
Q96T37-1|Q96T37|A1A693|Q3ZB86|Q59EY1|Q96T37-3|Q3ZAU1|Q4V760|Q86VW9|Q96T37-2;1.6
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;0.4
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;0.4
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;0.4
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;0.6
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;1.2
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;1.2
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;1.2
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;1.2
Q96T23-1|Q96T23|Q05DG0|Q96T23-2|Q96T23-3;1.2
Q96ST3|Q6NZ34;1.3
Q96ST3;0.6
Q96ST3;0.9
Q96ST3;1.5
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;0.7
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;0.7
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;0.7
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.0
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.0
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.0
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.0
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.1
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.1
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.1
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.2
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.2
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.2
Q96ST2-1|Q96ST2|Q96ST2-3|Q96ST2-2;1.2
Q96ST2-1|Q96ST2|Q96ST2-3;0.4
Q96ST2-1|Q96ST2|Q96ST2-3;0.4
Q96ST2-1|Q96ST2|Q96ST2-3;0.5
Q96ST2-1|Q96ST2|Q96ST2-3;0.5
Q96ST2-1|Q96ST2|Q96ST2-3;0.6
Q96ST2-1|Q96ST2|Q96ST2-3;0.7
Q96ST2-1|Q96ST2|Q96ST2-3;1.1
Q96ST2-1|Q96ST2|Q96ST2-3;1.1
Q96ST2-1|Q96ST2|Q96ST2-3;1.1
Q96ST2-1|Q96ST2|Q96ST2-3;1.1
Q96ST2-1|Q96ST2|Q96ST2-3;1.1
Q96ST2-1|Q96ST2;0.6
Q96ST2-1|Q96ST2;0.6
Q96ST2-1|Q96ST2;0.6
Q96ST2-1|Q96ST2;0.7
Q96ST2-1|Q96ST2;0.9
Q96ST2-1|Q96ST2;0.9
Q96SB4-1|Q96SB4|Q96SB4-2|A8K8B2|Q5R363|Q4F970|Q562F5|Q59GF4|Q9UPE1-1|Q9UPE1|A8MPY5|Q9UPE1-2|A8MPP7|A6NF09|A8MW44|P78362;1.1
Q96SB4-1|Q96SB4|Q96SB4-2|A8K8B2|Q5R363;0.7
Q96S94-1|Q96S94|A2CEN7|Q96S94-3|A8K8A3|Q9H2N7;0.8
Q96S94-1|Q96S94|A2CEN7|Q96S94-3|A8K8A3;0.9
Q96S90;1.2
Q96S82;0.6
Q96S66-1|Q96S66|Q96S66-2|Q96S66-3|Q96S66-4;0.7
Q96S59-1|Q96S59|O60738|Q96S59-2;0.3
Q96S55-1|Q96S55|Q96S55-2;1.0
Q96S38|Q5VUN8;0.9
Q96S38|Q5VUN8;0.9
Q96RU3-1|Q96RU3|A8MPY8|Q96RU3-2|Q96RU3-3|Q5TC89|Q96RU3-4|A8MS86;0.7
Q96RT1-1|Q96RT1|Q1RMD0|Q96RT1-2|A0AVR1|Q1RMC9|Q96RT1-3|Q96RT1-5|Q96RT1-4|Q96RT1-6|Q96RT1-7;1.1
Q96RT1-1|Q96RT1|Q1RMD0|Q96RT1-2|A0AVR1|Q1RMC9|Q96RT1-3|Q96RT1-5|Q96RT1-4|Q96RT1-6|Q96RT1-7;1.1
Q96RS0|A6NJQ5;1.0
Q96RS0|A6NJQ5;1.4
Q96RR5|Q9ULW0|Q643R0|Q96FC3;0.5
Q96RK0|A7XAK3;0.2
Q96RK0|A7XAK3;0.2
Q96RI0;0.0
Q96QR8|A4D2L7;1.3
Q96QD9;1.3
Q96QC0|Q2L6I0|Q58F28;0.6
Q96Q15-1|Q96Q15|Q96Q15-2|A6NH72|A6NJP2|Q9H2H6|Q96Q15-3|Q96Q15-4|A6NHI4|A6NLN8;0.3
Q96Q15-1|Q96Q15|Q96Q15-2|A6NH72|A6NJP2|Q9H2H6|Q96Q15-3|Q96Q15-4|A6NHI4|A6NLN8;0.3
Q96PU5-8|Q96PU5|Q96PU5-1|Q96PU5-7|Q96PU5-5|Q3LSM7|Q96PU5-6|Q96PU5-2|Q96PU5-4|Q96PU5-3;1.1
Q96PU5-8|Q96PU5|Q96PU5-1|Q96PU5-7|Q96PU5-5|Q3LSM7|Q96PU5-6|Q96PU5-2|Q96PU5-4|Q96PU5-3;1.1
Q96PU5-8|Q96PU5|Q96PU5-1|Q96PU5-7|Q96PU5-5|Q3LSM7|Q96PU5-6|Q96PU5-2|Q96PU5-4|Q96PU5-3;1.1
Q96PL5;0.4
Q96PL5;0.7
Q96PK6-1|Q96PK6|Q59GV2;0.6
Q96PK6-1|Q96PK6|Q59GV2;0.8
Q96PK2|Q5VW21|Q9UPN3-2|Q9UPN3|Q9UPN3-1|Q9UPN3-4|Q5T3B2|Q5TBD2|Q5VW19;0.9
Q96P48-6|Q96P48|A3KLL7|Q96P48-3;0.5
Q96NG3-1|Q96NG3;0.2
Q96NG3-1|Q96NG3;0.2
Q96NG3-1|Q96NG3;0.2
Q96NB3;1.3
Q96N64-1|Q96N64|Q96N64-2;0.8
Q96MW1|Q86WV7;1.1
Q96MW1;1.1
Q96MU7-1|Q96MU7|Q96MU7-2;0.6
Q96MU7-1|Q96MU7|Q96MU7-2;0.6
Q96MU7-1|Q96MU7|Q96MU7-2;1.0
Q96MT0;0.4
Q96LA8|A3KME1;1.7
Q96L34-1|Q96L34|Q96L34-2|Q3LID9|Q6IPE9|Q96GZ3;22.7
Q96L34-1|Q96L34|Q96L34-2|Q3LID9|Q6IPE9|Q96GZ3;22.7
Q96KP1;1.4
Q96KC8|A4VCI1|Q96NY3;1.2
Q96KC8|A4VCI1|Q96NY3;1.2
Q96KC8|A4VCI1|Q96NY3;1.2
Q96K76-1|Q96K76|Q96K76-2|A0PJ80|Q9H3L7;0.8
Q96K76-1|Q96K76|Q96K76-2|A0PJ80|Q9H3L7;0.9
Q96K76-1|Q96K76|Q96K76-2|A0PJ80|Q9H3L7;0.9
Q96K76-1|Q96K76|Q96K76-2|A0PJ80|Q9H3L7;0.9
Q96K76-1|Q96K76|Q96K76-2|A0PJ80;1.2
Q96K76-1|Q96K76|Q96K76-2|A0PJ80;1.2
Q96K76-1|Q96K76|Q96K76-2|A0PJ80;1.2
Q96K21-1|Q96K21|Q96K21-2|Q96K21-3|Q59G85;0.9
Q96JP5-1|Q96JP5|A6NHC4|A8MSG7|Q96JP5-2;0.4
Q96JM3;0.1
Q96JM3;0.1
Q96JM3;0.1
Q96JM3;0.2
Q96JM3;0.2
Q96JM3;0.2
Q96JM3;0.3
Q96JM3;0.3
Q96JM3;0.4
Q96JM3;0.4
Q96JM3;0.5
Q96JM3;0.5
Q96JM3;0.5
Q96JM3;0.7
Q96JM3;0.9
Q96JM3;1.0
Q96JM3;1.1
Q96JM3;1.4
Q96JI7-1|Q96JI7|A8KAX9|Q96JI7-2;0.7
Q96JG6-1|Q96JG6|A7MD03|Q5JPD9|Q96JG6-2|Q75N12;0.6
Q96JG6-1|Q96JG6|A7MD03|Q5JPD9|Q75N11|Q9NXR2;3.2
Q96JC9;0.6
Q96JB3-1|Q96JB3|Q96JB3-2;1.4
Q96J99|Q9BUT9-1|Q9BUT9;0.5
Q96J92-1|Q96J92|Q96J92-2;0.5
Q96IZ7-1|Q96IZ7|A8K2R9|Q96IZ7-2;0.8
Q96IZ7-1|Q96IZ7|A8K2R9|Q96IZ7-2;0.9
Q96IZ7-1|Q96IZ7|A8K2R9|Q96IZ7-2;0.9
Q96IZ7-1|Q96IZ7|A8K2R9|Q96IZ7-2;0.9
Q96IZ7-1|Q96IZ7|A8K2R9;1.2
Q96IZ7-1|Q96IZ7|A8K2R9;1.2
Q96IZ7-1|Q96IZ7|A8K2R9;1.2
Q96IY1|Q53FM2|A6NGF3|A8MXH9|Q5SY74;0.5
Q96II8-2|Q96II8|Q96II8-1|Q96II8-3|A6NNK8;0.6
Q96I25|Q5W009|Q5W012|Q5W008|Q5W010|Q5W011;0.7
Q96I25|Q5W009|Q5W012|Q5W008;0.7
Q96I24-1|Q96I24|Q5VYR6;0.6
Q96I24-1|Q96I24|Q5VYR6;0.8
Q96HS1-1|Q96HS1|Q96HS1-2;0.9
Q96HS1-1|Q96HS1|Q96HS1-2;1.1
Q96HR8;0.4
Q96HC4|A8K6F9|Q4W5K9|Q5UW38|Q9P1D1|Q59FC9;0.7
Q96HC4|A8K6F9|Q4W5K9|Q5UW38|Q9P1D1|Q59FC9;1.4
Q96HC4|A8K6F9|Q4W5K9|Q5UW38|Q9P1D1|Q59FC9;1.4
Q96HC4|A8K6F9|Q4W5K9|Q5UW38|Q9P1D1;0.7
Q96HC4|A8K6F9|Q4W5K9|Q5UW38|Q9P1D1;0.9
Q96GX9-1|Q96GX9|A8K9D3|A8MWR0|Q96GX9-2;0.7
Q96GV9;1.2
Q96GN5-1|Q96GN5|A4D141|Q96GN5-2|A8K8X5|A8MT56;1.0
Q96GN5-1|Q96GN5|A4D141|Q96GN5-2|A8K8X5|A8MT56;1.0
Q96GM8;0.9
Q96GA3;1.1
Q96GA3;1.1
Q96G74-1|Q96G74|Q96G74-3|Q96G74-2;0.3
Q96FV9|Q64I72|Q64I73;0.6
Q96FS4;0.3
Q96F24-1|Q96F24|A6PW36;0.8
Q96EZ8-2|Q96EZ8|Q96EZ8-1|Q96EZ8-3|Q7Z372;1.3
Q96EU6-1|Q96EU6|Q96EU6-2;1.1
Q96ER3|A6NH05;0.4
Q96EB6|A8K128;0.6
Q96EB6|A8K128;0.7
Q96E09;0.4
Q96E09;0.5
Q96E09;0.5
Q96E09;0.6
Q96E09;1.3
Q96D71-1|Q96D71|Q59GG6|Q5JWJ7|Q96D71-3|Q5JWJ5|Q96D71-2|Q5JWJ6|Q5JWK1;0.2
Q96D71-1|Q96D71|Q59GG6|Q5JWJ7|Q96D71-3|Q5JWJ5|Q96D71-2|Q5JWJ6;1.0
Q96D71-1|Q96D71|Q59GG6|Q5JWJ7|Q96D71-3|Q5JWJ5|Q96D71-2|Q5JWJ6;1.0
Q96D71-1|Q96D71|Q59GG6|Q5JWJ7|Q96D71-3|Q5JWJ5|Q5JWJ8;1.4
Q96D46|Q9Y2Z6;0.2
Q96D46|Q9Y2Z6;0.7
Q96CW6;0.7
Q96CW6;0.7
Q96CP6-1|Q96CP6|A6NKY7|Q96CP6-3|Q96CP6-2;1.5
Q96CB8;0.9
Q96BZ8;0.3
Q96BY6-1|Q96BY6|Q3LIC8|Q4ZG60|Q68DA4;1.6
Q96BY6-1|Q96BY6|Q3LIC8|Q4ZG60|Q68DA4;1.6
Q96BT3-1|Q96BT3|A8K662;0.9
Q96B36-1|Q96B36|Q96B36-2;0.5
Q96B36-1|Q96B36|Q96B36-2;0.5
Q96B36-1|Q96B36|Q96B36-2;0.5
Q96B36-1|Q96B36|Q96B36-2;0.7
Q96B36-1|Q96B36|Q96B36-2;1.0
Q96B36-1|Q96B36|A8MTQ1;0.1
Q96B36-1|Q96B36|A8MTQ1;0.1
Q96B36-1|Q96B36|A8MTQ1;0.1
Q96AY2-2|Q96AY2|Q96AY2-1;0.4
Q96AV8-1|Q96AV8|Q96AV8-2;1.3
Q96AT1|A8K0I4|A6NE88;0.4
Q96AQ6-1|Q96AQ6|Q96AQ6-2|Q96AQ6-3|A6NP21|Q5T173;0.8
Q96AD5-1|Q96AD5|A8MPT1|Q96AD5-2;0.3
Q96AC1-2|Q96AC1|A8K6S3|Q96AC1-1;1.1
Q96A57-2|Q96A57|Q96A57-1|Q5TDS4;0.7
Q96A00-1|Q96A00|Q96A00-2;0.3
Q96A00-1|Q96A00|Q96A00-2;0.4
Q96A00-1|Q96A00|Q96A00-2;0.6
Q96A00-1|Q96A00|Q96A00-2;0.7
Q969V6|A4FUJ8;0.0
Q969V6|A4FUJ8;0.2
Q969V6|A4FUJ8;0.2
Q969R5-1|Q969R5|Q969R5-3|Q969R5-2;0.1
Q969E4;1.3
Q93100-1|Q93100|Q93100-3|Q93100-4|Q93100-2|Q6LAJ4;0.7
Q93074|Q7Z2E0|Q7Z2F4|Q7Z3Z5;0.6
Q93073-1|Q93073;1.4
Q93009;0.6
Q93008-2|Q93008|A6NKA9|Q93008-1|Q59EZ5|Q6P468|Q86X58;0.6
Q93008-2|Q93008|A6NKA9|Q93008-1|Q59EZ5|Q6P468|Q86X58;1.4
Q93008-2|Q93008|A6NKA9|Q93008-1|Q59EZ5|Q6P468|Q86X58;1.4
Q92945-1|Q92945|Q92945-2;0.8
Q92945-1|Q92945|Q92945-2;1.4
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;0.3
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;0.3
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;0.3
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;0.5
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;0.7
Q92922|Q05BW5|Q05CR1|Q17RS0|Q58EY4;1.1
Q92890-1|Q92890|Q92890-2|Q541A5|A6NJ11|A8MW31;0.6
Q92797-1|Q92797;0.4
Q92797-1|Q92797;0.4
Q92797-1|Q92797;0.9
Q92794|A5PKX7|A5PLL3|Q6ZRC7;1.4
Q92785|A8K7C9;0.8
Q92785|A8K7C9;0.9
Q92785|A8K7C9;0.9
Q92785|A8K7C9;1.2
Q92785|A8K7C9;1.6
Q92769|Q59GB9;0.9
Q92769|Q59GB9;1.0
Q92769|Q59GB9;1.0
Q92766-2|Q92766|Q92766-1|Q92766-4;0.7
Q92766-2|Q92766|Q92766-1|Q92766-3;0.4
Q92766-2|Q92766|Q92766-1|Q92766-3;0.8
Q92766-2|Q92766|Q92766-1|Q92766-3;0.8
Q92766-2|Q92766|Q92766-1|Q92766-3;1.0
Q92733|A8K1F7|Q5SZ06|Q96FT4|Q5SZ05|A6NG79;0.4
