Uniprot;EGF+I/Ctrl
Q53EL7|Q6DC95|Q8IU81|Q9BRZ9|Q9Y4P4;1.1
Q53EL6|Q5VZS7;0.9
Q53EL6;0.7
Q4W4X8|Q6NVW3|Q7L4E4|Q7Z2I4|Q86U90|Q9H5F8;0.4
Q4W4X8|Q6NVW3|Q7L4E4|Q7Z2I4|Q86U90|Q9H5F8;0.6
Q4LE72|P29375|A8MV76|A8MUS2;0.8
Q4LE55|Q5VVW7|Q6NWY7|Q96TA1|Q2YD88|Q5VVW6|Q9H6L6|Q9H8K1;0.3
Q4LE55|Q5VVW7|Q6NWY7|Q96TA1|Q2YD88|Q5VVW6|Q9H6L6|Q9H8K1;0.3
Q4LE55|Q5VVW7|Q6NWY7|Q96TA1|Q2YD88|Q5VVW6|Q9H6L6|Q9H8K1;0.3
Q4LE39-1|Q4LE39|Q4LE39-2|Q4LE39-3|Q4LE39-4|A0PJ81|Q5T2C7;1.1
Q4LE39-1|Q4LE39|Q4LE39-2|Q4LE39-3|Q4LE39-4|A0PJ81|Q5T2C7;1.1
Q4LE39-1|Q4LE39|Q4LE39-2|Q4LE39-3;0.8
Q4LE39-1|Q4LE39|Q4LE39-2|Q4LE39-3;0.9
Q4LE39-1|Q4LE39|Q4LE39-2|Q4LE39-3;1.0
Q4KMP7|Q6P530|Q86VC5|Q9H8Z2|Q9NUN6|Q9UFP2|Q71RG7;0.3
Q4KMP7|Q6P530|Q86VC5|Q9H8Z2|Q9NUN6|Q9UFP2;0.4
Q4G0J3-1|Q4G0J3;0.3
Q4G0J3-1|Q4G0J3;0.7
Q4G0J3-1|Q4G0J3;0.7
Q4G0J3-1|Q4G0J3;0.7
Q4G0J3-1|Q4G0J3;0.8
Q4G0J3-1|Q4G0J3;1.0
Q49A26-1|Q49A26|Q49A26-3|Q49A26-2|Q49A26-4;1.3
Q499L9|Q9P289|Q8NBY1|Q9BXC3|Q96AF2;0.4
Q499L9|Q9P289|Q8NBY1|Q9BXC3|Q8NC04|Q96SR7|Q9NWX4;0.6
Q3ZCS5|Q5SYE7|Q9P2J0;1.0
Q3ZCS5|Q5SYE7|Q9P2J0;1.0
Q3YEC7-2|Q3YEC7|Q3YEC7-1|Q9NW45|Q9NWD6|Q5T5S5;0.2
Q3YEC7-2|Q3YEC7|Q3YEC7-1|Q9NW45|Q9NWD6|Q5T5S5;0.2
Q3YEC7-2|Q3YEC7|Q3YEC7-1|Q9NW45|Q9NWD6|Q5T5S5;0.8
Q3YEC7-2|Q3YEC7|Q3YEC7-1|Q9NW45|Q9NWD6|Q5T5S5;1.5
Q3T8J9-1|Q3T8J9|A4PB67|Q3T8J9-3|A4PBF6|Q14BN2|Q1ED43|Q9NXJ9|Q3T8J9-2|A4PB68|Q14C93|Q53GT0|Q6PHZ4|Q8N7A2|Q9H986|Q9H5U2;0.7
Q3L8U1-1|Q3L8U1|Q461N2|Q9HA62|Q3L8U1-3|Q3L8U1-2|Q8NAR9;0.9
Q3L8U1-1|Q3L8U1|Q461N2|Q9HA62|Q3L8U1-3|Q3L8U1-2|Q8NAR9;0.9
Q3KQU3-1|Q3KQU3|Q6NX58|Q3KQU3-4|Q3KQU3-2|Q3KQU3-3;0.2
Q3KQU3-1|Q3KQU3|Q6NX58|Q3KQU3-4|Q3KQU3-2|Q3KQU3-3;0.2
Q3KQU3-1|Q3KQU3|Q6NX58|Q3KQU3-4|Q3KQU3-2|Q3KQU3-3;0.2
Q3KQU3-1|Q3KQU3|Q6NX58|Q3KQU3-4|Q3KQU3-2;0.5
Q3KQU3-1|Q3KQU3|Q6NX58|Q3KQU3-4|Q3KQU3-2;0.9
Q32Q12|Q1WM23|P22392|Q6FHN3|O60361|A8MWA3|Q6LCT6;1.7
Q32Q12|Q1WM23|P22392|Q6FHN3|O60361|A8MWA3|Q6LCT6;1.9
Q32P44-2|Q32P44|Q32P44-1|Q32P44-3;1.0
Q32MZ4-1|Q32MZ4|Q32MZ4-2|Q32MZ4-3|Q05D04;0.5
Q32MZ4-1|Q32MZ4|Q32MZ4-2|Q32MZ4-3|Q05D04;0.8
Q32MZ4-1|Q32MZ4|Q32MZ4-2|Q32MZ4-3|Q05D04;1.9
Q2VPK5-4|Q2VPK5|Q2VPK5-1|Q2VPK5-3;0.8
Q2VIN3|Q96E39|Q5T9T9;0.7
Q2VIN3|Q96E39|Q5T9T9;1.2
Q2VIN3|Q96E39|P38159|Q8N8Y7|A8MTX9;1.1
Q2VIN3|Q96E39|P38159|Q8N8Y7;0.4
Q2VIN3|Q96E39|P38159|Q8N8Y7;1.1
Q2VIN3|Q96E39|P38159|Q8N8Y7;1.3
Q2VIN3|Q96E39|A8MYI1|Q5T9T9|O75526|A8K8A6|P38159;1.0
Q2TB10|Q49A13;0.9
Q2TA86|Q86TB9|Q8N9M6|Q8NI63;0.1
Q2TA86|Q86TB9|Q8N9M6|Q8NI63;0.1
Q2NKX8|Q8NCI1|Q96H93|Q9NXQ8;1.1
Q2M2I8|Q9BUD9;0.5
Q2M2I8|Q9BUD9;0.7
Q2KHR3-1|Q2KHR3|Q2KHR3-2|Q9H6S7;0.3
Q2KHR3-1|Q2KHR3|Q2KHR3-2|Q9H6S7;1.1
Q2KHR3-1|Q2KHR3|Q2KHR3-2|Q9H6S7;1.2
Q29RF7-1|Q29RF7|Q29RF7-2|Q96DB6;1.0
Q1KMD3;0.6
Q1KMD3;0.6
Q1KMD3;0.9
Q17R90|Q2KHR4|Q9NQV6|Q863Z2|Q9NXI4;1.1
Q16890|A8K772|Q5TC99|A8MUD2|A8MUJ7|A8K757|Q9BUQ6|A8MW70|O43397|Q9C054|Q5TDQ0;0.8
Q16659;1.0
Q16649;0.3
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.1
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.1
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.1
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.1
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.3
Q16637-1|Q16637|Q16637-3|A8K0V4|Q16637-2|Q16637-4|Q9UNT8;1.3
Q16630-2|Q16630|Q16630-1|A8K7K9|Q16630-3;1.0
Q16629-1|Q16629|Q564D3|A6NNE8|Q9UL60;1.1
Q16629-1|Q16629|Q564D3|A6NNE8|Q9UL60;1.1
Q16629-1|Q16629|Q564D3;0.6
Q16629-1|Q16629|Q564D3;0.6
Q16629-1|Q16629|Q564D3;0.8
Q16629-1|Q16629|Q564D3;0.8
Q16629-1|Q16629|Q564D3;0.8
Q16629-1|Q16629|Q564D3;0.9
Q16629-1|Q16629|Q564D3;1.0
Q16629-1|Q16629|Q564D3;1.2
Q16629-1|Q16629|Q564D3;1.2
Q16539-1|Q16539|A8K6P4|Q16539-2|Q16539-4|Q16539-3|Q15454;0.5
Q16514-1|Q16514|Q16514-2;1.1
Q16513|Q08AF4|Q6P5W9;0.8
Q16513|Q08AF4|Q6P5W9;0.8
Q16204|Q6GSG7|Q05CP8|Q15302;1.4
Q16204|Q6GSG7|Q05CP8;0.4
Q16204|Q6GSG7|Q05CP8;0.4
Q16204|Q6GSG7;0.7
Q15942|A4D2G6|Q28617|Q9BUS0|Q96AF9;0.5
Q15942|A4D2G6|Q28617|Q9BUS0|Q96AF9;0.6
Q15942|A4D2G6|Q28617|Q9BUS0|Q96AF9;0.8
Q15910|Q6R125|Q75MP9|Q75MQ0|Q96FI6|Q59H64|Q75MG3;0.5
Q15796-1|Q15796|Q53XR6|Q15796-2;0.6
Q15785|Q53GH9|Q6IBN7;0.8
Q15773|A8K1F4|Q5U0N1;0.5
Q15758|A8K9H5|Q59ES3|Q71UA6|Q96CD3;0.5
Q15751|Q8IW65;0.5
Q15751|Q8IW65;0.7
Q15751|Q8IW65;1.0
Q15742-1|Q15742|Q15742-3|Q15742-2|Q96I83;0.4
Q15742-1|Q15742|Q15742-3|Q15742-2|Q96I83;0.4
Q15742-1|Q15742|Q15742-3|Q15742-2|Q96I83;0.5
Q15742-1|Q15742;0.1
Q15717|Q53XN6;1.4
Q15696|Q86VN0;0.7
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;0.4
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;0.4
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;0.8
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;0.8
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;1.1
Q15652-1|Q15652|Q15652-2|A0PJE4|A0T124|A6PW35;1.1
Q15651-1|Q15651|Q5HYD3|Q15651-2;1.0
Q15649|A8K493|Q59GB6;1.3
Q15648-1|Q15648;0.5
Q15648-1|Q15648;0.7
Q15648-1|Q15648;0.7
Q15648-1|Q15648;1.1
Q15642-1|Q15642|Q15642-3|Q15642-2|A7VJC9|Q15642-4|Q15642-5;0.5
Q15642-1|Q15642|Q15642-3|Q15642-2|A7VJC9|Q15642-4|Q15642-5;0.5
Q15642-1|Q15642|Q15642-3|Q15642-2|A7VJC9|Q15642-4|Q15642-5;0.5
Q15637-5|Q15637|Q15637-1|Q15637-2|Q15637-3|Q15637-6|Q15637-4|Q14821;0.5
Q15637-5|Q15637|Q15637-1|Q15637-2|Q15637-3|Q15637-6|Q15637-4|Q14821;0.5
Q15629|A8K032|Q6FHL3|Q6FHU7;1.2
Q15554-1|Q15554;0.6
Q15527|Q6IBP9;1.5
Q15527|Q6IBP9;1.8
Q15459|A6NKB7;1.0
Q15459|A6NKB7;1.2
Q15459|A6NKB7;1.6
Q15435-1|Q15435|Q15435-3;1.2
Q15435-1|Q15435|Q15435-3;1.2
Q15435-1|Q15435|Q15435-3;1.2
Q15435-1|Q15435|Q15435-3;1.2
Q15398-2|Q15398|A8K732|A8MTM6|Q86T11|Q15398-1;1.6
Q15390|Q7Z669;0.4
Q15365|Q53SS8;0.5
Q15365|Q53SS8;0.6
Q15365|Q53SS8;0.9
Q15361;0.4
Q15361;1.1
Q15311|Q59E87|Q5GJ68;1.6
Q15311|Q59E87;0.4
Q15311|Q59E87;0.4
Q15311|Q59E87;0.7
Q15300|P10644|Q68DQ4|A6YCE1|Q96P62;0.5
Q15276-1|Q15276|Q15276-2|Q05BX6;0.5
Q15276-1|Q15276|Q15276-2|Q05BX6;0.6
Q15276-1|Q15276|Q15276-2|Q05BX6;0.7
Q15185|A8K7D0;1.2
Q15185|A8K7D0;1.3
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|Q9P1R8;0.7
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|Q9P1R8;1.2
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|A6NNN6;0.8
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|A6NNN6;1.0
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|A6NNN6;1.0
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9|A6NNN6;1.0
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.4
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.8
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.9
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.9
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.9
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;0.9
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;1.2
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;1.3
Q15154-3|Q15154|Q15154-1|Q15154-2|A2RUU9;1.9
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;0.4
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;0.7
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;0.7
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;0.7
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;1.0
Q15149-1|Q15149|Q15149-2|Q6S380|Q15149-3|Q6S383|Q6S377|Q15149-4|Q6S378|Q8WXV5|Q6S382|Q6S381|Q6S379|Q96IE3;1.0
Q15111|Q3MJ90|Q53SD3|Q7Z3S3;0.7
Q15061|Q8TB67;1.0
Q15061|Q8TB67;1.5
Q15059-1|Q15059|Q4G5Y3|Q5T1R8;1.2
Q15059-1|Q15059|Q4G5Y3|Q15059-2|Q5T1R6;0.6
Q15057|A8K2V4;1.0
Q15056-1|Q15056|Q75MU2;1.1
Q15054|Q05BV7|Q32MZ9|Q32N00|Q569I8|Q8WUF6;1.2
Q15051-1|Q15051|Q3KS08|Q15051-2|Q3KS09;0.8
Q15047-1|Q15047|A6NEW2;0.6
Q15042-1|Q15042|A6H8Z3;0.1
Q15036;0.9
Q15036;0.9
Q15032-1|Q15032|A8K1V0|Q53SQ1|Q15032-2|Q4ZG59|Q9UBL0-1|Q9UBL0;1.0
Q15032-1|Q15032|A8K1V0|Q53SQ1|Q15032-2|Q4ZG59;0.9
Q15029|A8KAP3|Q6IBM8|Q8IXJ3;1.6
Q15024;1.0
Q15022|A8K1U9;1.4
Q15021;1.1
Q15021;1.1
Q15021;1.1
Q15021;1.1
Q15020-1|Q15020|A8K2E4|Q15020-2|Q15020-3;0.7
Q15020-1|Q15020|A8K2E4|Q15020-2|Q15020-3;0.9
Q15007-1|Q15007|A8K489|Q6AHX7;0.7
Q15003|A8K4T8;0.8
Q14D04-1|Q14D04|Q14D04-2;1.0
Q14CA3|Q14669|Q53TE7|Q14CF1|Q53R87|Q57Z94;0.9
Q14CA3|Q14669|Q53TE7;0.6
Q14980-1|Q14980|Q9UNL7|Q4LE64|Q14980-2|A8K394|Q3SYK8|Q59HB8|Q7Z757|Q96HN5|Q9UPG3|Q86XH4|Q9BTE9;0.3
Q14980-1|Q14980|Q9UNL7|Q4LE64|Q14980-2|A8K394|Q3SYK8|Q59HB8|Q7Z757|Q96HN5|Q9UPG3|Q86XH4|Q9BTE9;0.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;0.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;0.7
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;0.7
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.0
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.0
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.1
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.2
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.2
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.3
Q14978-2|Q14978|Q14978-1|Q5VV70|Q96J17|Q9BUV3;1.8
Q14966-1|Q14966|A8K583|Q57Z90|Q14966-3|Q14966-5;0.8
Q14966-1|Q14966|A8K583|Q57Z90|Q14966-3|Q14966-4|Q14966-2;0.7
Q14966-1|Q14966|A8K583|Q57Z90|Q14966-3|Q14966-4|Q14966-2;0.8
Q14966-1|Q14966|A8K583|Q57Z90|Q14966-3|Q14966-4|Q14966-2;0.8
Q14966-1|Q14966|A8K583|Q57Z90|Q14966-3|Q14966-4|Q14966-2;0.9
Q14934|Q49AI4|Q7Z598|Q96H68;0.8
Q14934|Q49AI4|Q7Z598|Q96H68;0.8
Q14839-2|Q14839|Q14839-1|Q05CG6;0.2
Q14839-2|Q14839|Q14839-1|Q05CG6;0.2
Q14839-2|Q14839|Q14839-1|Q05CG6;0.4
Q14839-2|Q14839|Q14839-1|Q05CG6;0.4
Q14839-2|Q14839|Q14839-1|Q05CG6;0.4
Q14839-2|Q14839|Q14839-1|Q05CG6;0.4
Q14739;0.9
Q14739;0.9
Q14739;1.4
Q14694|Q6P2I0;0.6
Q14694|Q6P2I0;1.0
Q14692|Q5QPT5;0.9
Q14692|Q5QPT5;0.9
Q14687-1|Q14687|Q14687-3|Q14687-2|Q59GZ0;0.5
Q14687-1|Q14687|Q14687-3|Q14687-2|Q59GZ0;0.5
Q14687-1|Q14687|Q14687-3|Q14687-2|Q59GZ0;0.6
Q14687-1|Q14687|Q14687-3|Q14687-2|Q59GZ0;0.7
Q14687-1|Q14687;1.3
Q14687-1|Q14687;1.5
Q14684-1|Q14684|Q6PJM8|Q14684-2;1.1
Q14684-1|Q14684|Q6PJM8|Q14684-2;1.4
Q14677-1|Q14677|Q14677-2;0.7
Q14677-1|Q14677|Q14677-2;0.7
Q14677-1|Q14677|Q14677-2;0.9
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.4
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.5
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.5
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.7
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.7
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;0.9
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;1.0
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;1.2
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|Q2TAZ4;1.2
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7|Q14676-2|A1Z5I7|A2AB04|A2RRA8|A7YY86|A1Z5I6|A2AB05;1.4
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7;0.3
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7;0.3
Q14676-1|Q14676|A2BF04|Q0EFC2|Q2L6H7;0.3
Q14643-1|Q14643|Q14643-2|Q59H91|Q14643-6|Q14643-5|Q14643-7|Q14643-8|Q14643-3|Q14643-4;0.9
Q14568;0.9
Q14568;1.1
Q14566|Q4ZG57|Q53T61;0.7
Q14566|Q4ZG57|Q53T61;0.8
Q14566|Q4ZG57|Q53T61;1.5
Q14562|A8K6J9|Q05CV4|Q86X36|Q86YB2;1.0
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP23|Q5QP22|Q5QP20|Q5QP21;0.6
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP23|Q5QP22|Q5QP20|Q5QP21;0.7
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP23|Q5QP22|Q5QP20;0.8
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP20|Q6N037;1.3
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP20|Q6N037;1.3
Q14498-1|Q14498|A2RRD3|Q68DD9|Q6MZY7|Q7Z3L0|Q14498-2|Q5QP20|Q6N037;1.4
Q14315-1|Q14315|Q59H94|Q14315-2;0.7
Q14289-1|Q14289|Q59GM4|Q6PID4|Q14289-2|Q6ZRA8;0.7
Q14241;1.0
Q14204|Q92862|Q9NRC3|Q6P2H7;0.8
Q14204|Q92862|Q9NRC3;175.1
Q14186|Q5JSB5|Q5JSB6;1.3
Q14160-3|Q14160|Q14160-4|Q14160-1|Q14160-2|A0PJK8;0.6
Q14160-3|Q14160|Q14160-4|Q14160-1|Q14160-2|A0PJK8;1.1
Q14157-2|Q14157|Q14157-3|Q14157-1|Q5VU85|Q9UGL4;0.5
Q14157-2|Q14157|Q14157-3|Q14157-1|Q5VU85|Q9UGL4;0.8
Q14157-2|Q14157|Q14157-3|Q14157-1|Q5VU85|Q9UGL4;1.0
Q14157-2|Q14157|Q14157-3|Q14157-1;0.3
Q14157-2|Q14157|Q14157-3|Q14157-1;0.3
Q14157-2|Q14157|Q14157-3|Q14157-1;0.3
Q14157-2|Q14157|Q14157-3|Q14157-1;0.9
Q14156-1|Q14156|A7MD19|Q14156-2|A0PJL1|A2VDI4|Q14156-3|A6NJG4;0.8
Q14155-4|Q14155|Q5T2V3|Q14155-3|Q15052-1|Q15052|A8K6S7|Q7Z3W1|A6NMW9|Q14155-2|Q3LIA4|Q5T2V2|Q5ZEZ3|Q5T2V0|Q5W9H1|Q14155-1|A2A302|Q5W9H0|Q5ZEZ2|Q15052-2|Q5JVP6|Q8N4Q3;1.2
Q14152|Q05BS0|Q24JU4|Q3B770|Q5T5X0|Q6P1R0|Q7Z5T5|Q96C72;1.4
Q14152|Q05BS0|Q24JU4|Q3B770|Q5T5X0|Q6P1R0|Q7Z5T5;1.5
Q14151|A0PJ47|A8MXT5|A0AV56|Q15424|A8K329|Q68DW3;0.4
Q14151|A0PJ47|A8MXT5|A0AV56|Q15424|A8K329|Q68DW3;0.7
Q14151|A0PJ47|A8MXT5|A0AV56|Q15424|A8K329|Q68DW3;0.8
Q14151|A0PJ47|A8MXT5|A0AV56|Q15424|A8K329|Q68DW3;1.1
Q14151|A0PJ47|A8MXT5;1.3
Q14149|A2RU29|A8KA92|Q4VBZ9|Q86YD6;0.7
Q14137|A8K3R2|Q4G0D9|Q6DKJ9|Q96Q25;1.5
Q14137|A8K3R2|Q4G0D9|Q6DKJ9|Q96Q25;1.5
Q14135-1|Q14135|Q0H0I4|Q14135-2|Q0H0I7;1.2
Q14119|P56270|Q59GP8|Q9UJ31|Q8IUI2|Q8NFN7|Q8WZ46;1.9
Q14103-1|Q14103|Q14103-3|Q14103-2|A8K9J2|Q14103-4|Q12771|Q9UCE8;0.6
Q14103-1|Q14103|Q14103-3|Q14103-2|A8K9J2|Q14103-4|Q12771|Q9UCE8;0.9
Q14103-1|Q14103|Q14103-3;1.0
Q14103-1|Q14103|Q14103-3;1.0
Q14103-1|Q14103|Q14103-3;1.1
Q14004-1|Q14004|Q14004-2|Q53G78|Q9BVE2;1.0
Q14004-1|Q14004|Q14004-2|Q53G78|Q9BVE2;1.0
Q14004-1|Q14004|Q14004-2|Q53G78;0.7
Q14004-1|Q14004|Q14004-2|Q53G78;0.7
Q14004-1|Q14004|Q14004-2|Q53G78;0.7
Q14004-1|Q14004|Q14004-2|Q53G78;0.8
Q14004-1|Q14004|Q14004-2|Q53G78;0.9
Q14004-1|Q14004|Q14004-2|Q53G78;0.9
Q14004-1|Q14004|Q14004-2|Q53G78;0.9
Q14004-1|Q14004|Q14004-2|Q53G78;0.9
Q14004-1|Q14004|Q14004-2|Q53G78;1.0
Q13895|Q5T8J2;0.5
Q13838-2|Q13838|Q13838-1|Q5STB8|Q5STA0|Q5STU3|A2BF54|A6PWH1|A2BF56|Q59G92|Q5STA2|Q5STU9|A2BF57|A6PWH2|A2BF55|A6PWH3|A6PWH4|Q5HYU0|Q5RJ65|Q5STU2|A2AB34|A2BF61|A6PWH8|Q5RJ61|Q7KYK3|A2BF60|A6PWH7|Q5STU1|A2AB33|A2BF58|A2AB32|A6PWH5|Q5HYT6|A2BF59|A6PWH6|O00148|Q69YT6|Q8N5M0|Q96FT2;0.6
Q13838-2|Q13838|Q13838-1|Q5STB8|Q5STA0|Q5STU3|A2BF54|A6PWH1|A2BF56|Q59G92|Q5STA2|Q5STU9|A2BF57|A6PWH2|A2BF55|A6PWH3|A6PWH4|Q5HYU0|Q5RJ65|Q5STU2|A2AB34|A2BF61|A6PWH8|Q5RJ61|Q7KYK3|A2BF60|A6PWH7|Q5STU1|A2AB33|A2BF58|A2AB32|A6PWH5|Q5HYT6|A2BF59|A6PWH6|O00148|Q69YT6|Q8N5M0|Q96FT2;1.6
Q13838-2|Q13838|Q13838-1|Q5STB8|Q5STA0|Q5STU3|A2BF54|A6PWH1|A2BF56|Q59G92|Q5STA2|Q5STU9|A2BF57|A6PWH2|A2BF55|A6PWH3|A2AB31|A2BF53|A6PWH0;1.1
Q13808;0.0
Q13808;0.0
Q13769;0.8
Q13769;0.8
Q13765|A8MTN7;1.1
Q13627-1|Q13627|Q13627-2|O60770|O94789|Q15446|Q9Y463-1|Q9Y463|Q9Y463-3|Q9Y463-2|Q13627-5|Q13627-4|Q13627-3;1.4
Q13625-1|Q13625|Q05BL1|Q13625-2;0.3
Q13625-1|Q13625|Q05BL1|Q13625-2;0.5
Q13625-1|Q13625|Q05BL1|Q13625-2;0.7
Q13619-1|Q13619|A2A2W2|A8MSH7;1.6
Q13610|A8K3R6|Q05BL3|Q53FW9|Q6PIN4|Q6PKI5|Q86X79|Q9BV37|Q7Z3X9;0.2
Q13610|A8K3R6|Q05BL3|Q53FW9|Q6PIN4|Q6PKI5|Q86X79|Q9BV37|Q7Z3X9;0.9
Q13601|A0JLP0|A0FIK6;0.8
Q13596-1|Q13596|A8K6T7|Q53GY8|Q53HL9|Q6ZRJ8|A6NKH4|A6NNQ4|Q13596-2|A6NM19;0.6
Q13596-1|Q13596|A8K6T7|Q53GY8|Q53HL9|Q6ZRJ8|A6NKH4|A6NNQ4|Q13596-2|A6NM19;0.7
Q13595-1|Q13595|Q549U1|Q13595-2;0.8
Q13595-1|Q13595|Q549U1|Q13595-2;0.8
Q13595-1|Q13595|Q549U1|Q07955-1|Q07955|A8K1L8|P62995-1|P62995|Q68DZ9|P62995-3|Q8N1H4|Q8IYB3-1|Q8IYB3;1.1
Q13595-1|Q13595|Q549U1|Q07955-1|Q07955|A8K1L8|P62995-1|P62995|Q68DZ9|P62995-3|Q8N1H4|Q8IYB3-1|Q8IYB3;1.1
Q13595-1|Q13595|Q549U1|Q07955-1|Q07955|A8K1L8|P62995-1|P62995|Q68DZ9|P62995-3|Q8N1H4|Q8IYB3-1|Q8IYB3;1.3
Q13595-1|Q13595|Q549U1|Q07955-1|Q07955|A8K1L8|P62995-1|P62995|Q68DZ9|P62995-3|Q8N1H4|Q8IYB3-1|Q8IYB3;1.4
Q13595-1|Q13595|Q549U1|P62995-1|P62995|Q68DZ9|P62995-3|Q8N1H4|Q59GA1;0.7
