uniprot,diff
P20071,-0.112000145
P49748,0.0505050033333333
AAH65730,-0.245922724
Q15691,-0.023087184
Q15691,0.00320625466666666
Q9BR60,-0.158342997
Q9BSQ6,-0.174772260666667
Q9BSQ6,-0.155188244666667
Q15289,0.0573345823333333
AAH65730,-0.0715494146666667
P34991,-0.198606965333333
P61163,0.194299698
P61163,0.283323238666667
Q14444,0.0595865243333333
Q14444,0.111817679666667
Q8TDA5,0.064443111
Q8TDA5,-0.0754365923333333
P36873,-0.0878105173333333
Q8IY98,-0.205207189333333
P61160,-0.0276597333333333
P61160,-0.014182091
O00648,0.358420052333333
O00648,0.0334603003333333
Q93096,0.0719350163333333
Q93096,0.150545121666667
P61204,-0.0621569946666667
P49642,-0.009009679
P07203,-0.15699768
Q8NI87,-0.243770284333333
P00558,-0.144656817666667
AAP35654,-0.26125304
P55854,-0.344946545333333
P42677,0.35835394
O14773,-0.384783266666667
AAQ88866,-0.269778253333333
AAC28655,0.153038659666667
AAC28652,-0.135512352333333
AAP35969,0.005556424
Q9BTE9,-0.170281411333333
P02794,-0.466759361333333
Q8NI90,-0.76924197
P17080,-0.226510048333333
AAH66932,-0.140028318666667
P07384,0.0953162503333333
Q8NAK9,-0.081216812
Q01130,-0.09711488
AAP35472,-0.202945388
O43852,-0.16467444
O43852,-0.102010092
Q8NF22,-0.200002983666667
Q8NF22,-0.241944946666667
O75915,-0.187257449
O75915,-0.095864933
AAH67109,0.203111332333333
Q7Z612,-0.0756667443333333
Q8N1C0,0.0660899476666667
Q8N1C0,0.105191865666667
P07339,-0.0608862246666667
AAR21086,-0.0955231996666667
P31153,-0.239455858
P31153,-0.424203555333333
P11047,-0.0370664606666667
AAH67813,-0.262298905333333
Q9UMZ1,-0.130156837
Q9UMZ1,-0.143992745333333
AAR21082,-0.0415623996666667
Q07244,-0.199772196666667
BAA02795,0.0977160133333333
Q15394,0.100084306
Q9P2B4,-0.173422177
P18848,-0.205685935666667
Q96H70,-0.150339126666667
P51861,0.184928261
P08758,-0.0130612053333333
P16949,-0.329553922333333
Q07954,0.017296633
AAQ15211,-0.227171577666667
Q99436,0.241112074333333
Q96FS5,0.0986992483333333
Q96FS5,0.215692843333333
Q96EZ9,-0.054292994
AAH14562,0.100573224333333
P46940,-0.0898739496666667
P12956,0.151963550333333
Q8TAQ6,0.0595448846666667
BAA06545,0.057109834
Q14515,0.068694832
Q9UNJ1,-0.0356105166666667
Q9UNJ1,-0.00583235433333333
Q9UHR8,-0.145986556666667
P08107,0.496818866666667
P08107,0.837819103333333
P60709,-0.0354022993333333
Q8N208,-0.308408419
P55061,-0.12294769
P55061,-0.129940985666667
Q12907,-0.022296907
AAH67082,-0.0959955853333333
AAH67082,-0.0417950953333333
Q15942,0.39567359
P30050,0.0270458876666667
AAP35874,-0.238581656666667
AAP35874,-0.288855553333333
Q99832,0.148193360666667
P43034,-0.181391397333333
Q86SZ9,-0.304044406666667
AAH64638,0.568161963333333
AAH64638,-0.245326995
Q14489,0.129011154
Q16313,-0.111412365333333
P11174,0.037029585
P48556,-0.136087099666667
P13473,-0.109903653
P60174,-0.148748079333333
P47914,-0.008959453
P09211,-0.245306643333333
Q9BST8,-0.144630435333333
P43330,-0.039303463
Q02809,-0.0358699173333333
Q8N395,0.137648898666667
Q8N395,0.112238564333333
AAP88738,-0.0539035793333333
Q9H354,-0.180185319666667
O00767,-0.116122883
P61224,-0.129689214333333
Q8WVC2,0.448424984333333
Q86Y04,-0.285645167333333
Q96NS9,-0.10633437
P51572,0.123876569666667
CAA77178,0.133105595
CAA77178,0.200394946333333
Q15046,0.266957282
Q86X73,-0.308593112666667
AAH58921,-0.234230365333333
AAH58921,-0.119534492
P30041,-0.175840377666667
P30041,-0.186261814
AAP35275,-0.152928355333333
Q96BY9,0.149081230333333
Q96PK4,-0.109728179333333
O43210,-0.0995407113333333
Q9UG84,0.026327451
Q9BQ81,0.277299243666667
P11016,0.0113712946666667
P17317,-0.232826869
Q86W52,0.0397421506666667
Q86YY1,-0.0472262703333333
Q9NSZ0,0.090109667
Q9UPY2,0.0813051816666667
P09058,-0.096528688
Q96C61,0.0368769966666667
Q9Y2L0,0.073554357
Q9Y2L0,0.013642628
Q15392,-0.076031685
P24410,0.0171016056666667
P24410,-0.118479094333333
AAP35540,-0.132554768333333
AAP35495,0.139151892333333
Q9Y508,0.227441149666667
Q9Y508,0.226663590333333
Q02543,-0.0487407046666667
Q9NTK0,-0.001673699
P07602,0.143890386
P60903,-0.171432174333333
Q7Z759,0.0289859756666667
O00567,-0.034260111
O00567,-0.165216128333333
P20618,0.118369844333333
Q96C51,0.199691136333333
Q99814,-0.204599692666667
Q96KZ1,-0.0198922166666667
Q86TL9,-0.110165914333333
AAP35956,0.275525093333333
P55036,0.145374299666667
P22695,0.235287346666667
P12277,-0.130735396333333
Q9UF84,0.34049002
AAH66959,0.0762927643333333
P42224,-0.148482001666667
Q9BTQ7,0.0751711513333333
Q8NBH9,0.453398067666667
AAP36051,0.270602864333333
P43307,0.269575121666667
Q8N1H4,-0.127551396
Q8N1H4,-0.151171046
AAH02887,0.0740152986666667
Q9NZ46,0.124555269666667
Q15662,0.021446228
Q9Y2J6,0.242330234333333
Q9BVA5,-0.0506916043333333
Q9HAR0,-0.0519749333333333
Q96AH2,-0.124600094666667
Q96AH2,-0.148737907333333
AAH05294,0.00417169133333333
AAP35343,-0.0858214693333333
Q9BT83,0.485163696333333
Q9BT83,0.384340926666667
Q9Y2J6,0.280693367666667
Q9Y2J6,0.187882420333333
Q9H947,0.05958383
P05387,0.0730911876666667
P49368,0.012647622
Q86YG7,0.187991777666667
Q9NZE6,-0.103973708666667
Q96IN7,0.0301310226666667
AAH58736,0.350971539
AAH66337,0.0674131486666667
Q9BUH5,0.199757897
Q96HU2,-0.015855788
P08240,0.140506427666667
AAH68573,-0.049932798
AAH64953,-0.0597031923333333
AAH64953,-0.116804121666667
Q96H29,-0.26704216
Q08380,-0.115731555333333
P08195,-0.11021201
Q8IYV0,-0.0193745286666667
P39028,0.0116841003333333
AAS64573,0.0419251113333333
P61106,0.0807099366666667
Q86TS5,-0.129783315333333
P18206,0.332002075333333
Q7Z3B8,0.442744884333333
Q86YN2,-0.0394175856666667
Q96IR1,-0.0374183646666667
P35659,0.084422748
AAP36116,-0.536437512333333
P25120,0.00761032066666666
Q9BUV4,-0.0312582653333333
Q9Y404,-0.0402346506666667
Q9Y404,0.0498581713333333
Q9Y404,0.00093936766666667
Q7Z5Z3,0.177418298
CAD97682,0.368564289333333
Q96N32,-0.113150281
Q96N32,-0.112866405
Q9UM05,-0.000281016333333335
P00367,0.134163856666667
P00367,0.218703271333333
Q15773,-0.127685545
P60866,0.13490677
Q86WU5,-0.172868730666667
P30279,-0.0695203153333333
P30279,-0.592834633333333
P30279,-0.246697425
AAP35819,0.233353296666667
Q14539,-0.198796272333333
Q08945,0.026843071
Q08945,0.0493065506666667
O00560,0.162206651666667
Q16273,-0.606392223
AAP35834,0.0140403073333333
Q8NAW0,0.147730826666667
CAA48925,-0.314835550666667
CAA48925,0.182167377333333
P22314,-0.132072449666667
Q9BUP1,0.21999327
Q96B15,0.0928767523333333
P23284,-0.347030961333333
Q9BVK5,-0.389909746666667
Q9Y6X1,-0.255867954666667
Q9Y6X1,-0.119836810666667
Q9Y6X1,0.081777892
O60637,-0.367490446333333
O60637,-0.53064346
P03996,0.557687443333333
P50897,0.0960047493333333
Q13311,0.0383825316666667
Q9BQG5,0.153707823
P40925,-0.204959870666667
P08559,-0.249144238
Q15994,-0.14164861
Q96H70,-0.111431438333333
BAC85290,-0.101277034333333
P13987,-0.122468951333333
AAP35768,0.0428244276666667
AAP35768,0.00311600666666666
P05155,-0.0207586296666667
CAE45884,0.142100334666667
P61289,0.101129849333333
Q16665,-0.06907018
Q96IM1,0.0250279113333333
Q15036,-0.023053487
O95373,-0.0833565396666667
O95373,-0.0922587723333333
O95373,-0.118771553333333
O95373,-0.158740998
P61158,-0.0281753533333333
Q9BWF3,0.00111389133333334
AAH67357,-0.14375305
Q8TB01,0.023830096
P49588,0.220433237666667
Q9UM49,-0.08737882
Q9UM49,-0.110672632
NA,-0.2095143
P51571,-0.260540328333333
P21926,-0.0426092163333333
P32119,-0.224756874666667
Q92799,-0.0557234783333333
Q16226,-0.72555415
Q16226,-0.59501457
Q16226,-0.778576541333333
P04843,-0.0239992233333333
P04083,2.05736702333333
P22234,-0.0927454623333333
P22234,-0.0707600903333333
Q15151,0.186587015
P47813,-0.0931828836666667
P47813,-0.298190748333333
AAH67851,-0.263830186666667
AAP35727,-0.128754932333333
Q9H4N8,0.22401778
P60981,0.103380524
P60981,0.0924723946666667
Q8TBD8,-0.0433454503333333
O60841,0.06682491
O60841,-0.0169782643333333
O60841,0.174064477
O60841,0.101653734666667
P14209,0.455868743333333
P14209,0.500129056666667
P07195,-0.144776343666667
P31943,-0.299491563333333
O60629,-0.124763488666667
P05388,-0.0605316153333333
O00324,-0.0400358826666667
O00324,-0.296039262666667
Q16836,-0.280100506
Q8WTZ9,0.35747814
AAP36104,-0.527486479333333
P54725,-0.157895087666667
AAS64576,0.0865732816666667
P28562,0.515203473333333
P21980,-0.123766899666667
BAC87008,-0.01633676
P28562,0.134572188
Q9UL30,-0.4021066
P54725,-0.0118300126666667
AAH68486,0.0939588546666667
Q9H0N0,-0.0335367546666667
NA,0.111811638
Q92853,-0.119809469
P39687,-0.489603043333333
Q8N1D6,0.0108588553333333
Q92530,-0.017762821
Q13151,-0.431520786666667
Q13151,-0.330120722
NA,-0.133467990666667
Q14789,0.0550028473333333
Q9BUF9,-0.052629551
Q14247,0.091784793
P27105,-0.0151666026666667
P27105,0.0763622943333333
P27105,-0.00267203566666668
Q15293,-0.238279661333333
Q13310,-0.16067452
NA,-0.22334512
Q8TBT6,-0.0320243843333333
P35998,-0.300639786666667
P35998,0.06504186
P08253,0.188824181
Q9NTB4,-0.0577039003333333
Q9NTB4,-0.00910758966666667
AAH65253,-0.183947881666667
Q92922,-0.008245149
Q92922,0.0112180716666667
AAH65253,-0.066299437
P55769,0.223941483333333
P55769,0.182332359
Q99805,-0.0535189316666667
O43760,0.0405267083333333
P78356,-0.0939677573333333
P78356,-0.121874808
O95654,0.0601876583333333
AAH56894,-0.0131610233333333
BAA11481,-0.0456434896666667
P18583,0.142464954
P18583,0.168247857333333
Q9H5U1,-0.0368064246666667
AAP35311,0.000714936666666673
P21281,0.152292887
P05209,-0.00325679766666667
Q13185,-0.00195185166666667
Q16576,0.110111554
Q8IW48,0.0810515073333333
P30054,0.325991635333333
Q9BUC9,0.100559078
P18085,-0.176321641666667
P18085,-0.123363494
P35606,0.0428717916666667
Q86X58,-0.434784255
Q86X58,-0.233235037666667
Q9NYF8,-0.030620895
Q9BSP4,-0.121492385
Q8N660,-0.0779396696666667
NA,-0.199562711666667
P09382,0.571387293333333
P36969,0.206983245
P07996,-0.104160548666667
P07996,0.027753353
P07996,0.00373935566666667
P07996,-0.204950728333333
P55060,-0.340447107333333
P55060,-0.164178848
P49411,0.210580826666667
O14818,-0.03200277
P49005,-0.038917543
P16870,-0.526425046666667
P16870,-0.475766813333333
P52209,0.0610307083333333
AAH63025,-0.0288588253333333
O00264,-0.206727347
O00264,-0.129329363333333
AAN17515,-0.0216325133333333
Q7Z4L1,0.0250708296666667
P18084,-0.322756293333333
P18084,0.0761009843333333
Q8WZ34,0.0733445473333333
Q8N9C4,-0.0528879133333333
P53396,-0.0898834866666667
Q16629,-0.695876759333333
P12830,0.029516062
Q9UII7,0.368255294
P55795,-0.0338201516666667
O43164,-0.153959592
P15954,0.119631444
Q96H54,-0.067431132
Q04941,0.134516399333333
Q30174,0.0479555146666667
Q15367,-0.0377394356666667
Q15367,-0.035432496
P51148,0.344530742
Q8N1A1,0.427246143666667
P05198,0.0409183466666667
P05198,-0.000509580999999995
CAD61953,0.297554021333333
O00165,-0.313557626666667
Q16236,-0.147679330333333
AAP35494,0.488565448
P35625,0.341339905666667
Q14867,0.364662011333333
Q14867,0.124982856333333
Q9NR56,-0.296166132
Q86VM6,-0.319374719666667
Q86VM6,-0.324591316666667
P36578,-0.0860223776666667
O95140,0.013796489
P51148,0.471249898333333
Q9Y465,0.426025074666667
Q9Y465,0.143856368333333
Q9Y465,0.040159542
P16989,0.0324109366666667
Q96GD7,0.0241012593333333
Q16270,-0.079671542
AAH66339,0.110896744
Q14671,0.0377216346666667
Q14671,-0.0696134573333333
Q14671,0.0102736146666667
P52565,-0.116521200333333
AAP35530,0.194821996666667
O14503,-0.341506331333333
O14503,-0.310912764333333
O15342,0.0222806903333334
O15342,-0.0122811003333333
Q9H2R7,0.132426262
Q9NYB0,0.23985672
Q9Y320,0.0248374943333333
CAE45922,0.125349045
Q9UBT2,-0.091861407
Q9Y3I1,0.210628505333333
P08754,0.0692389813333333
P08754,0.0670881256666667
P08754,-0.172285393666667
Q8IXZ5,-0.194374405
Q8IXZ5,-0.109514871666667
Q14839,-0.014219653
Q8N5Y7,0.0294113173333333
Q96I42,-0.05086613
Q14573,-0.0218219756666667
BAC86769,0.203845021
BAC86993,0.285922053333333
Q00169,0.204355241666667
Q00169,0.188440958666667
AAH68538,0.229937552
AAH65703,-0.3267533
Q86TI9,-0.0916223523333333
Q01650,-0.334624605
CAE45705,0.084726333
CAE45705,0.0575561523333333
Q99460,0.028738975
Q99460,0.185979208666667
O75629,-0.200282534
P04080,0.0415827423333333
P12004,-0.0726881036666667
AAH00099,0.0234433833333333
AAH00099,0.053292594
Q9P2E9,0.160676003333333
Q13829,0.217159587666667
Q13829,0.229081312666667
Q13547,-0.150857608333333
BAC87182,0.162787756666667
O00571,0.149545351
Q96CY7,-0.068039257
Q15435,-0.171848296333333
Q9UQE5,-0.0384816283333333
Q96HI1,0.0552895876666667
P30040,-0.427236877333333
Q8TBW1,-0.068432172
Q8NAS8,0.277393021
Q9H2T8,0.0801776246666667
Q86SV0,0.352577843333333
P08621,0.081519764
Q7Z5K8,0.06764412
Q7Z5K8,0.113045690333333
Q8IYB3,0.02248605
O60585,0.0987504316666667
AAP97239,0.0753723926666667
O95169,0.167501921333333
O95376,-0.071745079
O95376,-0.0881096513333333
Q8N7S6,-0.122848826666667
Q9BT62,-0.01565965
Q9UNM6,-0.0350198753333333
Q9UNM6,-0.099237125
Q13418,-0.0136702853333333
P78543,0.0687581703333333
P78543,0.261744182333333
P47755,-0.0223725646666667
P47755,-0.0329211563333333
Q15005,-0.0935188933333333
AAH64957,-0.181241991333333
Q92499,-0.0328210203333333
P05026,0.10105928
AAP88789,-0.073636054
P04049,-0.137701989
Q96FW1,0.00405247933333334
Q96FW1,0.154190065
Q8NCY3,0.000251769999999985
Q12772,0.00677696833333334
P11166,-0.117625551333333
P11166,-0.164820831666667
Q8WUW7,-0.29629866
P43686,0.087061881
O14735,0.315663022
Q96DV6,0.032918612
Q9BCN4,0.361885703333333
O14548,-0.210021973333333
AAH66926,-0.00197474133333333
P17008,-0.0700432463333333
Q16563,-0.17709541
Q16563,-0.263114927
Q8NAB7,-0.053052111
Q8NAB7,0.130943297
P26639,0.0845152533333333
Q9H8T6,-0.64971574
AAH18122,-0.0715990073333333
P17980,-0.118180909333333
AAP35694,0.0183877946666667
Q9H7W9,0.168492158
Q9UPT4,-0.073746999
Q9UKM9,0.124370892
AAN09721,-0.209409076
AAH64351,-0.064920754
P28066,0.00829378933333334
Q96G29,-0.277298929333333
Q9H2I5,-0.260183335
Q99729,-0.0447120673333333
P98082,1.21397861666667
P98082,1.11084222533333
P98082,1.077570755
Q16186,0.264396031666667
Q02218,-0.241652483333333
P13798,0.150515715333333
P13798,-0.207436993333333
Q9UHW2,-0.0872049313333333
P18827,0.406020801666667
P18827,0.436827973333333
P52566,0.186947664
Q9UID7,0.0453537323333333
P21378,-0.139459291333333
P11388,-0.173027354666667
P11388,-0.192095121333333
P05092,-0.155210812666667
Q9Y6I7,-0.073729833
Q9Y6I7,-0.0407144243333334
Q8NC76,0.152716953666667
Q9NVE2,-0.156085809666667
Q9NVE2,-0.0691080083333333
Q9HAI0,-0.319675446666667
Q15196,-0.239008675
P09525,-0.096890133
P09525,-0.251078286666667
P38919,0.0557835883333333
Q16718,-0.027306558
Q92688,-0.185022988333333
Q92688,-0.0676504766666667
Q9NVA2,-0.0918060503333333
Q9UFY9,-0.152866359
Q9P187,-0.805093126666667
Q9P187,-0.736743616666667
O75368,-0.284907344
O75368,-0.2633063
AAP36047,-0.254027686
BAC86335,-0.120816866
AAP35538,-0.0556198776666667
CAE46046,-0.295184771666667
CAE46046,-0.137806257333333
P19105,-0.228370348666667
P19105,-0.203116734666667
Q8TAQ2,-0.238793695
Q96GY4,-0.102883330333333
P06576,-0.171662330333333
Q99848,0.15185388
Q8WWD6,0.228635788
Q8WWD6,0.0199890153333333
Q96S46,-0.0557311366666667
Q96S46,0.0953849166666667
P15036,-0.149651847666667
AAP35484,0.140910626666667
P54136,0.109722454666667
Q9BQD2,-0.41381741
Q9BQD2,-0.159139632
Q9UI75,0.0485169096666667
Q9UI75,-0.077885627
Q9UI75,-0.323901815666667
Q9BRV4,-0.0812619543333333
Q15836,-0.170469284
BAC85323,-0.0140094763333333
P22307,-0.237231256666667
AAP36056,0.0451245353333333
AAP36056,-0.09350904
P09234,0.268306097333333
Q96RP6,0.0954631176666667
Q96RP6,-0.300472575333333
Q96RP6,-0.0130243306666667
AAR08368,-0.180892309333333
Q9H636,-0.323139508
AAH66949,-0.137005488666667
O14745,0.46712812
Q9BTI6,-0.00785414466666667
Q9Y2Q2,0.268037472
Q96I63,0.153204918666667
Q9UIF9,-0.026146092
Q9UIF9,-0.134486517333333
Q9UIF9,-0.0122648866666667
Q15459,0.180561671
Q15459,0.152037618
P53618,0.10403347
P53618,-0.094898222
P01034,-0.210719422666667
Q9BVC6,-0.021722157
Q9Y6Y0,-0.30995941
Q9Y6Y0,-0.391763050333333
Q9HD73,-0.291681289
Q9HD73,-0.247680344666667
P20073,0.161502518
P47974,-0.124090363333333
P47974,0.0441145983333333
P47974,0.0709902433333333
Q13618,-0.514350251666667
Q13618,0.0147555663333333
Q13618,-0.345961718333333
Q8WXV6,0.187939801
Q8WZ56,0.151530903
Q8WZ56,0.293294916666667
P52597,0.211786907
Q9UGL3,0.178016984333333
Q9BTU3,0.0738398236666667
O43399,-0.048484801
O75718,-0.01236693
AAH67823,0.083761849
Q9HB71,-0.0852125466666667
Q14596,0.179320654333333
Q14596,0.186268487
O43143,0.117434501
O43143,0.0868749623333333
P09936,-0.205111186333333
Q8N9M2,0.187698999666667
P08648,-0.109200955
P13862,0.0840050366666667
Q9BV61,0.272963211666667
P11717,0.45148293
P11717,0.448614432
Q9HDA6,-0.341353731666667
P52756,-0.33349196
AAP29457,-0.0997384373333333
Q9UMY3,-0.407806713333333
Q9H3B6,0.137071926666667
Q9H3B6,0.194944064333333
P49720,0.0755939473333333
P25098,-0.225825309
AAH37963,0.0474933003333333
O14880,-0.189097722666667
AAP35801,-0.0669164653333333
AAH02520,-0.140243848666667
Q969Q0,0.287989301666667
P37140,-0.249810853
AAF01137,-0.341096558666667
AAF01137,-0.28122902
Q96CS7,0.191394807666667
Q96CS7,0.00748125633333334
Q7Z4F1,0.107841808
P51659,-0.111234347333333
Q9P1L5,-0.176472660666667
P48637,-0.113194147666667
Q06945,0.421426138333333
Q06945,-0.142410278333333
Q06945,-0.095806441
Q96TC6,0.0276768996666667
Q9BQA1,0.147367793666667
Q9BQA1,0.195358913
Q96P99,0.145754496333333
Q13619,-0.0222686136666667
AAR13072,-0.168427468666667
Q8N828,0.301486967666667
Q8N850,0.146827061333333
AAH46152,-0.88200793
AAP35635,0.0618236863333333
AAH63476,0.282854082
Q8IXW6,-0.334732848666667
Q8IXW6,-0.065440811
P04040,0.062311171
Q9BUQ5,0.198833464666667
Q99614,0.053483966
P06730,-0.0783392616666667
P06730,-0.164533296
P06730,0.0402774833333333
Q8N4Z1,0.131593704666667
Q92538,0.140705424666667
O43188,-0.0424416856666667
P14854,0.0300477363333334
Q96LB5,0.0880580756666667
Q9UG89,-0.102772077333333
Q9H2P8,-0.0728979113333333
Q15417,0.0813868853333333
Q96B58,-0.27621809
Q96B58,-0.340619719
P31483,-0.370613097
P31483,-0.321543216666667
Q96B58,-0.397284829
Q15382,0.0669574733333333
AAH66307,-0.08575217
AAP35604,0.0364996566666667
P55786,0.150384585333333
P55786,-0.0361979803333333
O43684,0.0195796283333333
O43684,0.245975177333333
O43684,0.0632769263333333
Q96P97,0.0449692403333333
P49137,0.100361824
P49137,0.154996555666667
Q12765,-0.067761104
Q96DB1,-0.0226001743333333
AAH68522,0.190890946666667
P05412,-0.00576210100000001
P05412,0.118277866666667
P15559,-0.221769011666667
P15559,-0.156969706333333
P29353,-0.00551732633333334
Q7Z3T2,0.139793395
Q9BVS6,0.305446942333333
CAA76761,-0.143898329333333
P17275,0.203666208333333
P26006,0.119086268666667
P35638,-0.271762527333333
P23921,-0.099575998
P23921,-0.0480855293333333
O60832,0.0482664106666667
O60832,-0.00937302966666667
O43279,-0.005980174
P11216,-0.182043396666667
Q8TCH8,-0.0510606756666667
BAC85230,-0.105753261666667
BAC85230,-0.0988715496666667
AAP88792,-0.305697443333333
